"FIELD_3","FIELD_4","FIELD_5","FIELD_12","FIELD_13","FIELD_14","FIELD_21","FIELD_22","FIELD_23","FIELD_30","FIELD_31","FIELD_32","FIELD_40"
"0.284999996","0.195999995","0.263999999","0.268000007","0.231000006","0.277999997","28.885000229","28.854999542","28.701999664","30.819000244","29.959999084","31.040000916","65.900788666"
"0.273999989","0.191","0.244000003","0.25999999","0.225999996","0.273999989","28.983999252","29.077999115","29.025999069","30.790000916","29.813999176","30.778999329","66.079645643"
"0.273999989","0.199000001","0.256999999","0.25","0.223000005","0.273999989","29.055000305","29.052000046","28.909999847","30.73500061","29.836000443","30.875","65.348679791"
"0.287","0.197999999","0.245000005","0.254000008","0.224999994","0.280000001","28.9810009","29.009000778","28.919000626","30.792999268","29.843000412","30.847000122","66.07320356"
"0.280999988","0.197999999","0.266000003","0.246000007","0.217999995","0.261000007","28.972999573","28.995000839","28.906999588","30.777000427","29.86000061","30.875","65.56598591"
"0.294","0.199000001","0.250999987","0.259000003","0.232999995","0.279000014","28.976999283","29.042999268","28.9810009","30.798000336","29.820999146","30.802999496","66.283828437"
"0.312999994","0.209999993","0.272000015","0.241999999","0.218999997","0.263000011","28.903999329","28.938999176","28.870000839","30.843000412","29.912000656","30.871999741","66.183672399"
"0.254000008","0.182999998","0.243000001","0.284000009","0.248999998","0.319999993","28.965999603","28.951999664","28.774999619","30.76199913","29.857999802","30.996999741","64.797130538"
"0.293000013","0.200000003","0.252999991","0.275999993","0.237000003","0.307000011","28.954000473","28.952999115","28.836999893","30.749000549","29.837999344","30.912000656","65.828224877"
"0.277999997","0.199000001","0.272000015","0.252999991","0.225999996","0.275999993","29.01099968","29.004999161","28.892999649","30.746999741","29.829999924","30.833999634","65.03390896"
"0.273999989","0.191","0.247999996","0.26699999","0.236000001","0.30399999","28.98800087","29.006999969","28.881000519","30.75399971","29.820999146","30.858999252","65.221710304"
"0.296999991","0.210999995","0.284000009","0.250999987","0.224999994","0.263999999","28.938999176","28.975000381","28.891000748","30.771999359","29.857999802","30.857000351","65.569189682"
"0.287999988","0.217999995","0.335999995","0.237000003","0.208000004","0.245000005","28.892999649","28.938999176","28.920999527","30.850000381","29.903999329","30.818000793","63.838119814"
"0.30399999","0.188999996","0.232999995","0.284000009","0.243000001","0.263999999","29.072999954","29.11000061","29.048000336","30.652000427","29.680999756","30.74600029","68.388925702"
"0.266000003","0.185000002","0.228","0.252000004","0.222000003","0.261999995","29.061000824","29.062999725","28.969999313","30.759000778","29.791000366","30.826999664","66.505300754"
"0.268999994","0.188999996","0.228","0.245000005","0.217999995","0.254000008","29.035999298","29.076999664","28.98900032","30.802000046","29.840999603","30.809000015","66.652173579"
"0.270000011","0.194999993","0.246000007","0.245000005","0.221000001","0.245000005","29.038999557","29.013999939","28.927999496","30.774999619","29.809999466","30.825000763","66.378340467"
"0.264999986","0.182999998","0.214000002","0.287","0.246000007","0.307000011","29.055999756","29.084999084","28.968000412","30.722000122","29.756999969","30.837999344","66.541277466"
"0.301999986","0.202999994","0.268000007","0.240999997","0.216000006","0.241999999","29.000999451","29.024000168","28.999000549","30.815999985","29.841999054","30.759000778","66.62296125"
"0.273999989","0.194999993","0.238999993","0.259000003","0.226999998","0.273000002","29.01099968","28.993999481","28.905000687","30.760000229","29.798999786","30.843000412","66.248125364"
"0.296000004","0.202000007","0.27700001","0.241999999","0.209999993","0.239999995","29.475999832","29.638000488","29.829000473","30.677000046","29.275999069","29.809000015","66.234492086"
"0.275000006","0.182999998","0.246000007","0.261999995","0.230000004","0.273000002","29.069000244","29.099000931","29.031000137","30.73500061","29.747999191","30.740999222","66.138188976"
"0.264999986","0.184","0.229000002","0.261999995","0.232999995","0.280000001","29.049999237","29.097000122","29.01499939","30.753000259","29.770999908","30.774999619","66.156227755"
"0.268000007","0.187999994","0.229000002","0.26699999","0.231999993","0.284000009","29.044000626","29.035999298","28.895999908","30.802000046","29.851999283","30.898000717","66.276566263"
"0.282000005","0.197999999","0.259000003","0.257999986","0.225999996","0.261000007","29.01499939","29.027000427","28.933000565","30.771999359","29.819000244","30.826999664","66.204851143"
"0.26699999","0.191","0.239999995","0.263000011","0.236000001","0.286000013","29.031999588","29.027999878","28.899000168","30.766000748","29.822999954","30.861999512","65.702629586"
"0.256999999","0.179000005","0.229000002","0.277999997","0.244000003","0.305000007","28.941999435","28.88299942","28.687999725","30.798000336","29.940000534","31.111999512","65.598525069"
"0.310000002","0.206","0.261000007","0.240999997","0.217999995","0.245000005","29.006999969","29.062000275","29.034000397","30.774000168","29.805999756","30.729000092","67.000674788"
"0.275000006","0.188999996","0.230000004","0.270999998","0.236000001","0.280999988","28.941999435","28.929000854","28.804000854","30.8560009","29.916000366","30.979000092","66.683536125"
"0.254999995","0.179000005","0.229000002","0.270999998","0.240999997","0.298000008","29.055000305","29.034000397","28.841999054","30.729000092","29.837999344","30.934000015","65.538356555"
"0.287","0.193000004","0.254999995","0.259000003","0.231999993","0.280999988","28.972999573","28.964000702","28.854999542","30.808000565","29.87100029","30.912000656","65.875913046"
"0.275999993","0.196999997","0.246000007","0.254000008","0.223000005","0.263999999","29.01199913","28.993000031","28.881999969","30.791000366","29.849000931","30.88299942","66.219177943"
"0.261999995","0.186000004","0.231999993","0.275000006","0.238999993","0.291000009","29.069000244","29.055999756","28.913999557","30.722999573","29.781999588","30.8560009","66.015488167"
"0.246000007","0.166999996","0.209999993","0.296999991","0.268999994","0.351999998","29.100000381","29.174999237","29.100999832","30.695999146","29.670999527","30.729999542","64.986372661"
"0.279000014","0.189999998","0.246000007","0.279000014","0.243000001","0.31099999","28.975999832","28.962999344","28.813999176","30.749000549","29.833999634","30.947999954","65.589794237"
"0.298999995","0.206","0.261999995","0.248999998","0.218999997","0.272000015","28.9810009","29.002000809","28.947000504","30.788000107","29.836999893","30.818000793","66.000663057"
"0.273000002","0.172999993","0.228","0.27700001","0.243000001","0.307000011","29.063999176","29.118999481","29.020999908","30.719999313","29.739999771","30.763000488","66.023984009"
"0.257999986","0.181999996","0.222000003","0.293000013","0.268000007","0.361000001","29","29.020999908","28.861000061","30.743999481","29.802000046","30.934999466","64.618686718"
"0.282000005","0.199000001","0.264999986","0.256999999","0.230000004","0.273000002","29.002000809","28.98800087","28.885000229","30.778999329","29.843999863","30.854999542","65.600930151"
"0.298000008","0.207000002","0.263999999","0.254000008","0.221000001","0.263000011","28.955999374","28.961000443","28.898000717","30.775999069","29.839000702","30.843999863","66.347710847"
"0.272000015","0.187999994","0.221000001","0.261999995","0.244000003","0.331","29.042999268","29.052999496","28.898000717","30.766000748","29.832000732","30.879999161","65.011857957"
"0.250999987","0.172999993","0.216000006","0.284000009","0.261000007","0.331999987","29.054000854","29.069999695","28.906999588","30.729999542","29.781000137","30.919000626","65.169413424"
"0.266000003","0.186000004","0.238999993","0.261999995","0.245000005","0.31400001","29.028999329","29.027000427","28.850999832","30.766000748","29.844999313","30.940000534","64.792989246"
"0.291000009","0.195999995","0.273999989","0.246000007","0.221000001","0.264999986","28.979999542","28.982000351","28.88999939","30.763000488","29.829999924","30.836999893","65.495647628"
"0.275000006","0.188999996","0.243000001","0.261999995","0.236000001","0.291999996","28.962999344","28.940999985","28.792999268","30.804000854","29.899999619","30.979999542","65.630594648"
"0.270999998","0.187999994","0.257999986","0.261999995","0.231999993","0.286000013","28.951999664","29.006000519","28.927999496","30.809000015","29.822999954","30.822999954","65.215764617"
"0.291000009","0.206","0.294999987","0.243000001","0.209999993","0.243000001","28.993000031","29.01499939","28.959999084","30.76099968","29.827999115","30.790000916","65.432796378"
"0.310000002","0.208000004","0.282000005","0.243000001","0.219999999","0.261999995","28.86400032","28.861999512","28.750999451","30.857000351","29.958000183","30.9810009","65.838688628"
"0.268999994","0.189999998","0.230000004","0.261999995","0.237000003","0.301999986","29.01199913","29.054000854","28.966999054","30.746999741","29.760000229","30.806999207","65.541610683"
"0.275999993","0.188999996","0.25","0.268000007","0.236000001","0.294","29","29.027000427","28.924999237","30.756000519","29.802000046","30.833000183","65.56179775"
"0.300000012","0.195999995","0.254000008","0.263999999","0.232999995","0.280999988","28.892999649","28.899000168","28.798000336","30.829999924","29.898000717","30.930999756","66.453534454"
"0.261999995","0.191","0.245000005","0.270000011","0.25","0.321999997","29.027000427","29.002000809","28.8560009","30.690000534","29.778999329","30.878000259","64.504545565"
"0.289999992","0.209000006","0.305000007","0.239999995","0.211999997","0.254999995","28.945999146","28.955999374","28.878000259","30.794000626","29.881999969","30.865999222","64.624089509"
"0.277999997","0.187999994","0.209000006","0.280999988","0.256999999","0.301999986","29.173999786","29.205999374","29.099000931","30.649999619","29.687000275","30.7310009","67.076567469"
"0.279000014","0.187000006","0.216999993","0.261999995","0.239999995","0.287999988","29.11700058","29.145000458","29.040000916","30.75","29.763999939","30.805000305","66.728446264"
"0.294999987","0.197999999","0.284999996","0.240999997","0.209000006","0.225999996","29.034000397","29.1060009","29.125999451","30.805999756","29.788999557","30.673999786","66.367950217"
"0.282999992","0.195999995","0.246000007","0.25","0.216000006","0.246000007","29.094999313","29.128000259","29.070999146","30.7689991","29.781999588","30.721000671","66.914404309"
"0.282999992","0.189999998","0.25","0.247999996","0.221000001","0.243000001","28.997999191","29.016000748","28.940999985","30.850000381","29.888999939","30.851999283","66.81742121"
"0.261000007","0.172999993","0.216999993","0.263999999","0.245000005","0.298999995","29.093000412","29.118999481","28.997999191","30.766000748","29.778999329","30.829000473","65.862920398"
"0.279000014","0.184","0.234999999","0.257999986","0.233999997","0.272000015","29.062999725","29.097999573","28.975000381","30.766000748","29.827999115","30.836000443","66.536251253"
"0.272000015","0.182999998","0.234999999","0.261999995","0.236000001","0.282999992","29.030000687","29.020000458","28.902999878","30.798999786","29.836000443","30.875999451","66.080897908"
"0.261000007","0.186000004","0.233999997","0.259000003","0.230000004","0.268999994","29.062000275","29.11000061","29.058000565","30.774999619","29.771999359","30.752000809","66.133426632"
"0.256000012","0.184","0.224999994","0.298000008","0.256999999","0.303000003","29.054000854","29.034000397","28.864999771","30.732999802","29.808000565","30.962999344","66.381484604"
"0.287","0.200000003","0.254000008","0.244000003","0.215000004","0.241999999","29.030000687","29.072000504","29.041999817","30.770999908","29.809000015","30.752000809","66.716366031"
"0.273000002","0.178000003","0.224000007","0.25","0.233999997","0.279000014","29.107000351","29.125999451","29.01099968","30.745000839","29.767000198","30.773000717","66.226703113"
"0.244000003","0.173999995","0.206","0.294","0.261999995","0.314999998","29.068000793","29.048000336","28.850000381","30.74600029","29.840000153","30.995000839","66.117725892"
"0.275000006","0.186000004","0.232999995","0.252999991","0.230000004","0.275999993","29.041000366","29.020000458","28.861000061","30.7689991","29.86300087","30.952999115","66.187199197"
"0.284000009","0.193000004","0.244000003","0.252999991","0.234999999","0.272000015","29.023000717","29.038000107","28.971000671","30.788999557","29.809999466","30.825000763","66.244428885"
"0.277999997","0.187999994","0.239999995","0.257999986","0.231000006","0.27700001","29.038000107","29.031999588","28.877000809","30.787000656","29.870000839","30.917999268","66.175950423"
"0.268999994","0.185000002","0.237000003","0.254999995","0.236000001","0.301999986","29.01199913","28.982000351","28.826999664","30.791000366","29.868999481","30.971000671","65.092318047"
"0.287","0.194999993","0.246000007","0.252000004","0.232999995","0.280999988","28.920999527","28.945999146","28.839000702","30.884000778","29.930000305","30.966999054","65.950468829"
"0.301999986","0.202000007","0.232999995","0.270000011","0.236000001","0.261999995","29.097000122","29.145999908","29.096000671","30.709999084","29.718999863","30.695999146","67.986711204"
"0.257999986","0.181999996","0.214000002","0.266000003","0.243000001","0.303000003","29.162000656","29.186000824","29.065000534","30.739999771","29.7310009","30.754999161","65.804228695"
"0.301999986","0.207000002","0.263000011","0.244000003","0.221000001","0.256999999","29.055000305","29.070999146","29.031000137","30.76499939","29.767999649","30.745000839","66.390896236"
"0.261000007","0.185000002","0.229000002","0.264999986","0.234999999","0.280000001","29.093000412","29.083000183","28.959999084","30.767999649","29.791000366","30.853000641","66.126460154"
"0.272000015","0.187000006","0.239999995","0.256000012","0.226999998","0.261999995","29.038000107","29.045000076","28.916999817","30.809999466","29.86300087","30.895999908","66.419668806"
"0.254000008","0.180000007","0.230000004","0.263000011","0.239999995","0.300999999","29.083000183","29.061000824","28.927999496","30.791000366","29.818000793","30.872999191","65.123978725"
"0.247999996","0.182999998","0.218999997","0.286000013","0.256999999","0.32100001","29.100999832","29.082000732","28.903999329","30.719999313","29.781000137","30.919000626","65.394980263"
"0.275999993","0.194999993","0.254999995","0.256999999","0.230000004","0.273999989","29.044000626","29.048000336","28.943000793","30.816999435","29.836999893","30.851999283","65.698050029"
"0.261000007","0.188999996","0.238000005","0.277999997","0.246999994","0.300999999","29.13299942","29.152000427","29.034999847","30.716999054","29.729999542","30.763999939","65.575957715"
"0.263999999","0.181999996","0.237000003","0.275999993","0.25","0.307000011","29.055000305","29.01199913","28.830999374","30.771999359","29.846000671","30.972999573","65.445909571"
"0.280000001","0.194000006","0.25","0.263999999","0.232999995","0.280000001","29.031999588","29.006000519","28.88299942","30.7689991","29.819999695","30.896999359","66.007328403"
"0.266000003","0.179000005","0.239999995","0.266000003","0.243000001","0.307000011","29.063999176","29.049999237","28.930000305","30.743999481","29.777000427","30.849000931","65.092604918"
"0.286000013","0.194999993","0.250999987","0.250999987","0.226999998","0.26699999","28.965000153","28.927000046","28.802999496","30.833000183","29.910999298","30.964000702","66.176033262"
"0.298000008","0.202999994","0.270000011","0.234999999","0.223000005","0.268000007","28.990999222","28.965999603","28.888999939","30.799999237","29.857999802","30.881000519","65.412157323"
"0.277999997","0.191","0.245000005","0.261999995","0.239999995","0.300000012","29.048999786","29.016000748","28.892999649","30.775999069","29.811000824","30.875999451","65.413587606"
"0.273999989","0.180999994","0.224999994","0.277999997","0.259000003","0.340000004","29.002000809","28.99600029","28.826000214","30.795000076","29.858999252","30.996999741","65.172767797"
"0.277999997","0.192000002","0.244000003","0.25999999","0.231999993","0.282999992","29.033000946","28.986000061","28.851999283","30.770999908","29.837999344","30.934999466","65.916722403"
"0.27700001","0.192000002","0.233999997","0.257999986","0.239999995","0.298000008","28.957000732","28.972999573","28.868999481","30.854999542","29.884000778","30.916000366","65.670446684"
"0.32100001","0.210999995","0.25","0.261999995","0.224000007","0.240999997","29.027000427","29.051000595","29.028999329","30.774999619","29.791000366","30.763999939","68.442014812"
"0.282000005","0.193000004","0.241999999","0.263999999","0.229000002","0.268999994","29.033000946","29.010000229","28.881000519","30.777999878","29.833999634","30.909000397","66.682894213"
"0.286000013","0.194999993","0.270000011","0.245000005","0.215000004","0.25","29.021999359","29.031999588","28.993999481","30.822000504","29.836999893","30.775999069","65.915126843"
"0.264999986","0.180000007","0.224999994","0.252999991","0.233999997","0.282000005","29.076000214","29.094999313","29.003000259","30.788000107","29.781999588","30.798999786","65.934676146"
"0.275999993","0.196999997","0.246000007","0.254000008","0.223000005","0.266000003","29.062999725","29.063999176","28.954000473","30.829999924","29.888999939","30.86400032","66.153214503"
"0.266000003","0.184","0.234999999","0.259000003","0.234999999","0.280000001","29.094999313","29.080999374","28.972000122","30.76199913","29.777999878","30.822999954","65.896504624"
"0.279000014","0.196999997","0.25999999","0.268000007","0.236000001","0.27700001","29.034999847","29.000999451","28.896999359","30.774000168","29.825000763","30.874000549","65.880686178"
"0.259000003","0.184","0.226999998","0.268999994","0.246999994","0.310000002","29.034000397","29.006999969","28.846000671","30.778999329","29.850000381","30.978000641","65.293449087"
"0.273999989","0.194000006","0.252999991","0.263999999","0.232999995","0.284999996","29.048000336","29.023000717","28.88299942","30.7689991","29.840000153","30.912000656","65.56819695"
"0.26699999","0.191","0.230000004","0.26699999","0.241999999","0.31400001","29.025999069","29.016000748","28.888999939","30.798999786","29.840999603","30.905000687","65.262076999"
"0.275999993","0.195999995","0.250999987","0.266000003","0.224999994","0.270999998","29.003000259","28.974000931","28.858999252","30.819999695","29.870000839","30.915000916","66.200000349"
"0.289000005","0.199000001","0.268000007","0.240999997","0.219999999","0.266000003","28.99600029","29.033000946","29.006999969","30.798999786","29.809999466","30.73900032","65.438300481"
"0.264999986","0.179000005","0.234999999","0.275000006","0.246000007","0.291999996","28.972000122","28.951999664","28.805000305","30.826000214","29.877000809","30.974000931","65.979222428"
"0.261000007","0.184","0.231999993","0.252999991","0.241999999","0.30399999","29.017999649","29.027000427","28.919000626","30.808000565","29.826000214","30.877000809","64.876694242"
"0.273000002","0.182999998","0.215000004","0.287","0.256000012","0.307000011","29.082000732","29.083000183","28.962999344","30.708999634","29.749000549","30.847000122","66.751478889"
"0.275000006","0.194999993","0.252000004","0.25","0.221000001","0.261000007","29.061000824","29.055999756","28.920999527","30.801000595","29.850000381","30.864999771","65.960109848"
"0.279000014","0.191","0.237000003","0.263999999","0.232999995","0.300999999","29.111999512","29.165000916","29.108999252","30.733999252","29.708999634","30.674999237","65.719601634"
"0.282000005","0.197999999","0.250999987","0.241999999","0.219999999","0.259000003","29.035999298","29.051000595","28.971000671","30.791999817","29.833000183","30.826000214","66.028926058"
"0.296000004","0.209000006","0.279000014","0.240999997","0.214000002","0.241999999","29.024000168","29.024000168","28.965000153","30.829999924","29.861000061","30.825000763","66.079000281"
"0.256000012","0.186000004","0.229000002","0.273999989","0.246000007","0.307999998","29.076999664","29.035999298","28.864999771","30.76199913","29.816999435","30.899000168","65.356904637"
"0.261999995","0.184","0.252999991","0.25","0.231000006","0.275000006","29.059999466","29.048000336","28.948999405","30.767999649","29.802999496","30.829000473","65.053608172"
"0.252000004","0.178000003","0.229000002","0.294999987","0.263999999","0.335999995","29.045000076","29.00799942","28.832000732","30.763999939","29.827999115","30.982000351","65.024452825"
"0.293000013","0.207000002","0.26699999","0.256000012","0.225999996","0.261999995","28.982000351","28.937000275","28.847000122","30.822000504","29.881999969","30.917999268","66.195236196"
"0.275000006","0.192000002","0.246000007","0.266000003","0.232999995","0.287999988","29.038000107","29.027000427","28.884000778","30.787000656","29.843000412","30.900999069","65.786000441"
"0.254999995","0.170000002","0.232999995","0.282000005","0.245000005","0.321999997","29.006999969","28.979000092","28.816999435","30.829000473","29.86700058","30.968000412","64.989383145"
"0.273999989","0.181999996","0.225999996","0.26699999","0.245000005","0.317000002","28.975999832","28.940000534","28.774000168","30.825000763","29.895999908","31.00799942","65.502977579"
"0.279000014","0.204999998","0.25999999","0.238999993","0.221000001","0.270999998","28.9810009","28.98800087","28.933000565","30.851999283","29.854999542","30.840999603","65.163390415"
"0.323000014","0.207000002","0.248999998","0.264999986","0.231999993","0.25","28.993000031","28.993999481","28.938999176","30.775999069","29.804000854","30.843000412","68.316513818"
"0.270999998","0.186000004","0.232999995","0.270999998","0.231999993","0.277999997","29.077999115","29.079999924","28.955999374","30.775999069","29.815000534","30.857000351","66.55880365"
"0.275999993","0.194999993","0.25999999","0.25","0.211999997","0.246999994","29.152000427","29.162000656","29.072999954","30.74200058","29.752000809","30.715000153","66.185416964"
"0.263999999","0.179000005","0.232999995","0.261999995","0.233999997","0.282000005","29.100000381","29.131000519","29.025999069","30.788999557","29.784999847","30.784999847","65.923658635"
"0.289000005","0.202999994","0.275000006","0.244000003","0.216000006","0.254999995","29.034999847","29.004999161","28.888999939","30.812000275","29.874000549","30.899000168","65.660593981"
"0.300000012","0.206","0.282999992","0.237000003","0.209000006","0.25","28.975000381","28.976999283","28.959999084","30.833999634","29.853000641","30.798999786","65.685522616"
"0.275000006","0.199000001","0.257999986","0.252999991","0.223000005","0.261999995","28.993999481","28.968000412","28.8560009","30.829999924","29.884000778","30.917999268","65.829932508"
"0.284999996","0.201000005","0.254999995","0.252999991","0.228","0.291000009","29.0189991","29.020999908","28.930000305","30.806999207","29.836000443","30.843999863","65.318571877"
"0.280000001","0.202000007","0.256999999","0.248999998","0.224000007","0.270000011","29.040000916","29.024000168","28.923999786","30.798999786","29.840000153","30.851999283","65.638326251"
"0.26699999","0.180000007","0.216999993","0.287","0.252999991","0.335000008","28.986000061","28.982999802","28.826000214","30.812999725","29.870000839","30.965000153","65.623781347"
"0.257999986","0.180999994","0.219999999","0.264999986","0.25","0.331","29.069000244","29.020999908","28.839000702","30.781999588","29.843999863","30.936000824","64.698338015"
"0.287","0.196999997","0.263000011","0.238999993","0.218999997","0.25999999","29.041999817","29.031999588","28.940999985","30.797000885","29.822999954","30.830999374","65.664163536"
"0.291000009","0.209000006","0.277999997","0.238000005","0.215000004","0.259000003","28.955999374","28.950000763","28.916000366","30.864999771","29.88599968","30.8560009","65.31677896"
"0.312999994","0.206","0.246999994","0.270999998","0.230000004","0.246000007","29.034999847","29.037000656","28.9810009","30.75799942","29.794000626","30.774999619","68.40317223"
"0.256000012","0.180000007","0.226999998","0.25999999","0.234999999","0.287999988","29.127000809","29.131999969","28.997999191","30.775999069","29.802000046","30.840999603","65.606501253"
"0.257999986","0.188999996","0.232999995","0.26699999","0.232999995","0.284000009","29.111999512","29.12899971","29.062000275","30.750999451","29.743999481","30.74600029","65.833332422"
"0.261999995","0.187999994","0.244000003","0.250999987","0.224000007","0.261000007","29.042999268","29.035999298","28.937999725","30.833999634","29.850999832","30.854000092","65.839159908"
"0.27700001","0.195999995","0.273999989","0.247999996","0.226999998","0.284000009","29.069999695","29.061000824","28.986999512","30.795000076","29.798999786","30.781000137","64.531872738"
"0.25999999","0.181999996","0.232999995","0.26699999","0.248999998","0.30399999","29.096000671","29.069999695","28.936000824","30.753000259","29.784000397","30.850999832","65.262207189"
"0.280000001","0.196999997","0.254000008","0.252999991","0.225999996","0.254999995","29.038000107","29.027000427","28.955999374","30.785999298","29.818000793","30.829000473","66.347439922"
"0.254999995","0.167999998","0.219999999","0.270000011","0.25999999","0.338999987","29.076999664","29.097000122","28.975999832","30.75","29.750999451","30.834999084","64.509259874"
"0.296999991","0.202999994","0.259000003","0.246000007","0.223000005","0.27700001","29.035999298","29.00799942","28.919000626","30.784999847","29.826000214","30.851999283","65.784717114"
"0.268000007","0.201000005","0.268999994","0.236000001","0.219999999","0.256999999","28.979000092","29.01199913","28.965999603","30.8939991","29.875999451","30.823999405","64.867677956"
"0.279000014","0.177000001","0.219999999","0.289000005","0.25","0.289000005","29.090999603","29.075000763","28.941999435","30.711000443","29.76499939","30.877000809","67.41156959"
"0.266000003","0.185000002","0.218999997","0.275999993","0.240999997","0.31400001","29.079999924","29.051000595","28.86300087","30.767000198","29.847999573","30.979000092","65.849433346"
"0.256999999","0.180000007","0.224999994","0.268000007","0.241999999","0.291999996","29.062000275","28.986000061","28.795999527","30.750999451","29.847999573","31.00399971","65.833333861"
"0.279000014","0.204999998","0.273000002","0.244000003","0.215000004","0.252999991","29.045999527","29.048999786","28.996999741","30.813999176","29.829000473","30.788999557","65.475834658"
"0.259000003","0.184","0.228","0.268999994","0.245000005","0.31099999","29.044000626","29.009000778","28.833000183","30.797000885","29.87100029","30.982999802","65.227941421"
"0.280000001","0.202999994","0.268999994","0.246999994","0.216999993","0.254000008","29.076000214","29.089000702","29.062000275","30.766000748","29.756000519","30.714000702","65.6993195"
"0.263999999","0.188999996","0.238999993","0.273000002","0.246000007","0.308999985","29.038999557","29.034000397","28.934999466","30.797000885","29.801000595","30.847000122","65.232237541"
"0.275999993","0.201000005","0.254000008","0.246000007","0.221000001","0.275000006","28.999000549","28.986000061","28.892000198","30.840999603","29.888999939","30.899000168","65.349626163"
"0.275000006","0.187000006","0.246999994","0.243000001","0.224999994","0.284999996","29.0189991","28.98800087","28.878000259","30.827999115","29.864999771","30.902000427","65.113543618"
"0.268999994","0.186000004","0.244000003","0.234999999","0.216999993","0.254000008","29.11300087","29.176000595","29.1439991","30.760000229","29.729999542","30.652999878","65.774376629"
"0.27700001","0.196999997","0.252000004","0.268999994","0.233999997","0.282000005","28.986999512","28.969999313","28.881999969","30.829999924","29.8560009","30.88999939","65.943745681"
"0.280999988","0.197999999","0.256999999","0.245000005","0.231000006","0.284999996","29.044000626","29.038000107","28.951000214","30.7689991","29.795999527","30.819999695","65.070808208"
"0.239999995","0.174999997","0.224000007","0.279000014","0.264999986","0.333000004","29.087999344","29.041999817","28.809000015","30.75399971","29.833999634","31.017000198","64.402374571"
"0.261000007","0.175999999","0.240999997","0.263999999","0.241999999","0.294999987","29.047000885","29.021999359","28.872999191","30.76099968","29.809000015","30.913000107","65.215686986"
"0.284999996","0.203999996","0.26699999","0.256000012","0.230000004","0.275000006","29.052999496","29.010000229","28.903999329","30.75799942","29.795000076","30.853000641","65.541200134"
"0.289999992","0.196999997","0.272000015","0.261999995","0.228","0.264999986","29.031000137","29.024000168","28.910999298","30.804000854","29.858999252","30.871999741","66.027080144"
"0.268999994","0.184","0.231000006","0.275999993","0.25","0.321999997","29.01199913","28.965000153","28.781000137","30.802999496","29.871999741","31.00399971","65.32114833"
"0.264999986","0.182999998","0.229000002","0.270999998","0.247999996","0.312999994","29.089000702","29.093999863","28.972999573","30.725999832","29.740999222","30.806999207","65.384360124"
"0.264999986","0.185000002","0.239999995","0.266000003","0.246999994","0.31099999","29.031000137","28.993999481","28.798000336","30.822999954","29.912000656","31.002000809","64.949801973"
"0.272000015","0.178000003","0.232999995","0.268000007","0.245000005","0.324000001","28.952999115","28.88599968","28.669000626","30.86000061","29.969999313","31.107999802","65.03092184"
"0.259000003","0.182999998","0.238999993","0.287999988","0.257999986","0.317000002","29.006000519","28.957000732","28.73500061","30.805000305","29.899000168","31.065999985","65.297279677"
"0.291999996","0.200000003","0.263000011","0.261000007","0.231999993","0.282000005","28.962999344","28.955999374","28.888000488","30.833999634","29.849000931","30.86700058","65.810457086"
"0.275000006","0.202999994","0.270000011","0.256999999","0.232999995","0.282999992","29.01099968","28.997999191","28.910999298","30.775999069","29.819999695","30.829000473","64.9243919"
"0.270000011","0.195999995","0.252000004","0.26699999","0.241999999","0.319999993","29.069999695","29.048999786","28.923999786","30.75399971","29.787000656","30.815000534","64.502908953"
"0.284000009","0.199000001","0.250999987","0.264999986","0.237000003","0.287999988","29.025999069","28.982999802","28.850000381","30.750999451","29.811000824","30.913999557","65.880578074"
"0.284999996","0.204999998","0.275999993","0.261999995","0.239999995","0.27700001","29.031000137","29.017000198","28.917999268","30.75","29.781000137","30.840999603","65.393527132"
"0.296999991","0.216999993","0.296000004","0.240999997","0.211999997","0.244000003","28.996999741","29.000999451","28.972999573","30.794000626","29.819000244","30.781000137","65.506966886"
"0.241999999","0.177000001","0.230000004","0.289999992","0.261000007","0.32100001","29.068000793","29.049999237","28.888000488","30.73900032","29.777999878","30.902999878","64.988822425"
"0.266000003","0.199000001","0.248999998","0.268999994","0.247999996","0.300999999","29.010000229","29.020000458","28.913999557","30.808000565","29.843000412","30.86700058","65.123368125"
"0.273000002","0.189999998","0.240999997","0.270000011","0.256000012","0.333999991","28.962999344","28.948999405","28.780000687","30.830999374","29.8939991","31.006999969","64.608696405"
"0.263000011","0.186000004","0.233999997","0.275000006","0.246999994","0.324999988","29.035999298","29.033000946","28.899000168","30.785999298","29.820999146","30.888000488","64.920916012"
"0.282999992","0.202000007","0.257999986","0.248999998","0.228","0.277999997","28.961000443","28.943000793","28.809999466","30.804000854","29.88999939","30.961000443","65.448598359"
"0.270999998","0.192000002","0.246000007","0.256000012","0.240999997","0.31099999","28.931999207","28.86400032","28.707000732","30.847999573","29.934999466","31.059999466","64.641397919"
"0.324000001","0.214000002","0.301999986","0.226999998","0.211999997","0.252000004","28.945999146","28.933000565","28.877000809","30.819000244","29.879999161","30.868000031","65.464402625"
"0.282000005","0.199000001","0.256999999","0.268999994","0.238000005","0.287","28.990999222","28.958000183","28.823999405","30.785999298","29.851999283","30.940999985","65.785248026"
"0.263999999","0.187999994","0.238000005","0.280999988","0.25","0.30399999","28.982999802","28.958999634","28.809999466","30.784999847","29.844999313","30.952999115","65.666884976"
