11.5375,28.541,28.545,370.82,232.92,14.32,59.9665,58.26,2751.99,963.6125,1163.19,116.03,5.1245,0.813,2609910.5,-542.5575
10.7875,29.9955,30.0,391.135,269.27,14.3975,59.9525,58.995,2662.5774,1073.8,1045.205,67.0825,11.183249,2.543,2758403.2,-227.01
11.4775,28.51975,28.532,380.38,239.11,14.645,59.945,58.2075,2740.9275,979.7075,1142.7025,108.345,5.66425,1.0655,3169117.5,-350.025
11.1325,28.5295,28.53575,380.845,256.2475,15.33,59.943,58.4975,2693.945,995.3125,1139.9375,75.87,10.0985,0.39650002,1716558.9,-74.42
11.625,28.57025,28.55975,375.325,236.72,15.6425,59.939,58.635,2746.75,973.36,1148.845,114.7925,5.31375,0.442,2937121.8,-463.1425
12.2125,28.53925,28.566,397.81,244.17,16.53,59.941,58.5975,2775.95,932.685,1175.1,117.1475,10.83825,0.1385,2203864.0,-389.4825
11.32,28.5915,28.56725,387.685,253.995,14.28,59.94125,58.1925,2693.825,997.13,1127.09,80.8725,9.054,1.1455001,1961552.4,-102.3425
12.805,28.5245,28.533,299.805,215.51,14.325,59.9445,58.15,2748.41,997.0025,1142.7275,115.2425,10.545,1.496,2987660.2,-214.555
11.31,28.591,28.56675,377.82,246.2025,15.125,59.949,57.6525,2729.55,982.285,1140.2275,87.62,7.9597497,1.668,2258217.2,-161.0325
12.26,28.59775,28.6035,391.9975,208.56,13.515,59.942,58.065,2703.49,988.6825,1134.1075,103.7025,10.16975,0.11,2071166.4,-243.905
12.84,28.52625,28.5325,289.2475,212.035,14.6475,59.95575,58.115,2782.22,987.3825,1154.16,114.665,10.64625,1.4020001,3268101.2,-312.8575
10.8325,28.59575,28.576,380.825,260.385,14.6125,59.93225,58.1475,2690.5625,1037.24,1098.83,74.995,10.04925,0.133,1985216.8,-171.3825
12.7475,28.523,28.5545,297.15,220.8525,12.5275,59.928753,58.3975,2733.24,1014.045,1133.9125,116.45,9.8485,0.53150004,2927003.5,-225.195
12.775,28.52775,28.53375,308.83,216.0025,14.19,59.9495,58.335,2737.055,986.5375,1142.7625,114.8475,10.5465,1.1439999,2444706.2,-155.2425
10.9475,29.9935,30.0,389.7125,265.445,15.01,59.941,58.9825,2680.85,1063.2574,1053.0375,76.85,9.84975,1.0025,1998839.9,-256.225
10.6825,29.69875,29.7005,384.6775,262.5025,13.7625,59.951252,58.4525,2671.0774,1060.76,1060.3475,72.765,9.88975,1.191,2109291.0,-161.215
12.1325,28.56125,28.5565,396.405,246.2075,14.9775,59.96,58.295,2744.0476,961.105,1149.485,116.2125,10.297999,1.1865,2213421.0,1.4875
10.78,28.538,28.54225,378.5725,259.42,13.59,59.94875,57.79,2705.45,1029.5575,1103.075,72.6025,10.142,0.858,1672943.0,-137.1525
12.395,28.5375,28.5435,363.86,199.4775,14.475,59.92125,58.5525,2716.0725,994.2475,1130.325,100.1025,9.6935,1.6095,2579622.0,-411.57
11.025,28.5415,28.5445,376.59,255.49,14.4325,59.94525,58.32,2717.22,990.7975,1140.6425,66.88,10.591499,2.2285,2030821.8,-160.7125
12.6775,28.54575,28.548,322.3775,197.7675,14.545,59.9595,58.37,2754.755,979.2725,1148.22,104.7375,10.63325,0.689,2557480.8,-460.8175
11.19,28.6595,28.67475,388.7075,257.3225,13.7425,59.94625,58.52,2685.655,998.405,1126.4175,71.155,10.1484995,1.64,1724395.8,6.79
12.1725,28.5935,28.577,398.555,246.0425,16.815,59.937252,58.59,2754.105,941.0775,1169.485,116.7375,10.594749,0.11599999,2046309.1,-45.7275
11.7525,28.5245,28.53225,372.905,231.545,14.12,59.9735,57.85,2750.005,975.115,1154.265,115.385,4.97475,1.2855,2469619.0,-490.455
10.8,29.996,30.0,390.9075,266.85,13.6425,59.95225,59.0275,2651.065,1072.0125,1042.29,71.2925,10.447249,1.895,2523444.2,-126.8625
12.0975,28.52175,28.52775,404.65,250.825,17.2,59.952,58.08,2717.4775,975.045,1135.7275,114.525,9.750999,1.3005,2465496.5,-358.005
11.7075,28.6345,28.6315,377.8675,239.2525,15.41,59.95175,58.6025,2743.9375,979.1525,1146.1575,116.8675,5.17025,1.0285,3018296.0,-394.3375
12.76,28.62425,28.62975,299.9775,215.8775,15.565,59.94825,57.775,2757.7124,985.2675,1148.745,116.7625,10.49675,0.736,2759362.5,-325.8625
12.6475,28.5945,28.60275,315.4325,218.97,14.9325,59.939503,58.0425,2738.34,990.6725,1137.7675,113.9225,10.145249,1.8395001,2734220.8,-265.87
11.4225,28.5285,28.53525,377.015,238.8875,13.255,59.957,57.38,2720.8325,990.4925,1134.33,98.3675,6.81375,0.10700001,2826309.0,-343.4625
11.5775,28.52725,28.5335,372.1175,232.1725,14.9975,59.943752,58.3925,2758.56,966.155,1155.97,115.3975,4.89475,0.848,3022838.5,-423.685
12.6475,28.5965,28.6145,317.1425,197.3525,14.715,59.95525,57.7275,2759.64,978.76,1152.1775,104.9675,10.52225,1.63,2837612.8,-270.52
11.2,28.52225,28.53225,383.5025,254.645,14.235,59.941,57.82,2691.6975,1002.495,1127.04,73.11,9.86975,0.74200004,1836679.4,-73.3075
11.6325,28.5745,28.561,373.5575,235.3125,15.0575,59.97025,57.6075,2752.135,978.18,1147.1075,114.815,5.321,1.019,3065474.2,-442.6975
10.7975,28.51975,28.52725,380.1475,263.0925,14.43,59.936,58.58,2717.8625,1028.36,1105.4976,71.64,10.2352495,0.81700003,1517833.6,-181.7125
12.13,28.59475,28.60275,397.945,245.4975,16.555,59.929253,58.6225,2751.2324,943.53,1165.145,115.4625,10.34675,1.0065,2156827.0,-397.4325
11.6075,28.5395,28.54425,374.85,234.565,14.03,59.96,57.615,2766.22,970.795,1154.195,115.175,5.0707498,0.954,3029004.2,-350.5825
11.7025,28.51975,28.52775,378.7875,237.7625,15.835,59.9435,58.485,2755.595,970.66,1152.75,115.835,5.0152497,1.752,3626253.2,-355.6125
11.9775,28.528,28.53625,401.1,252.6575,14.125,59.951,58.41,2702.1826,1000.865,1114.815,115.4925,8.2585,2.455,2611471.0,-219.9425
10.805,29.17625,29.17825,388.02,264.9325,14.09,59.950752,58.2025,2660.1426,1055.085,1069.5875,74.585,9.84975,0.8995,2132803.8,-136.45
12.1175,28.5745,28.5615,392.8975,233.235,15.3575,59.961502,57.71,2726.8174,967.2975,1150.3075,111.565,10.28875,0.454,2331895.8,-204.3675
12.1175,28.62925,28.63,395.7075,243.38,16.5575,59.967,58.54,2767.585,946.305,1162.705,116.8375,10.124,1.2725,2028129.9,-198.3125
12.3725,28.57725,28.60975,374.49,204.375,13.6025,59.965252,58.605,2700.2625,995.9825,1124.32,100.655,10.0915,0.8665,2485434.0,-393.3425
11.6975,28.58425,28.56475,372.17,232.43,16.65,59.95625,58.2725,2768.76,960.8725,1162.195,115.445,5.0742497,0.8765,2405599.0,-443.9925
11.97,28.527,28.535,398.4275,249.8925,14.515,59.93075,57.715,2696.8225,989.7525,1124.2775,116.5275,7.8605,0.5465,2649582.2,-428.5725
12.22,28.539,28.54575,396.4775,243.3025,16.595,59.94875,58.58,2765.815,939.815,1170.1274,116.665,10.8945,1.0215,1951382.0,-321.335
12.595,28.5565,28.59625,321.1525,206.865,14.44,59.96375,58.4675,2742.8174,983.355,1144.1575,104.7425,10.6215,1.4575,2592160.8,-258.035
11.5275,28.5295,28.53625,378.845,237.4675,14.01,59.951,57.67,2739.56,975.29,1151.71,112.82,5.36925,1.4215,2475616.2,-327.715
11.76,28.597,28.615,375.815,237.44,14.745,59.9675,58.6525,2743.8774,977.495,1147.1274,115.37,5.173,1.513,2729189.5,-384.1975
11.7675,28.5275,28.53475,372.0225,231.665,14.09,59.961002,58.2775,2746.845,972.605,1154.27,116.1075,4.89475,1.5465,2609184.8,-515.0325
12.3575,28.59625,28.60475,395.2,211.925,12.8225,59.94575,58.165,2698.065,993.005,1125.4275,100.41,10.89025,0.3745,1917626.0,-293.96
12.215,28.55,28.59075,400.835,246.4,14.885,59.943752,57.965,2729.8025,966.7025,1146.9275,116.195,10.63325,0.633,2268366.8,41.545
12.7475,28.66775,28.67725,317.3475,232.715,13.515,59.93475,58.43,2698.1775,1025.68,1118.2725,116.695,9.79025,0.179,2861771.2,-304.2875
12.1975,28.55275,28.55175,398.17,246.59,15.285,59.94175,58.515,2732.155,960.1225,1149.9675,116.8525,10.78625,0.829,2093309.5,-7.585
10.6725,29.994,30.0,389.0475,268.1125,13.94,59.949,59.0025,2664.7676,1068.785,1045.6675,69.0775,10.49675,1.278,2348389.8,-176.285
12.1975,28.5285,28.536,396.075,243.2075,16.525,59.96575,58.4125,2777.9,939.5375,1167.78,115.215,10.63925,0.305,2203339.0,-302.2275
11.0625,28.52525,28.53,377.0975,256.8025,15.0675,59.972,58.11,2711.6875,991.2225,1144.79,71.2775,10.292749,1.634,1444343.0,25.52
12.9275,28.5935,28.567,281.2225,216.1725,13.2325,59.95925,58.63,2746.525,1008.9825,1136.4225,116.1425,10.9869995,-0.18100001,2675170.8,-266.645
11.0525,29.99925,30.0,391.845,269.7675,15.6375,59.949,58.9525,2651.8325,1071.91,1046.0525,77.8025,10.146999,1.2705,2629222.5,-164.5475
11.6875,28.58975,28.55925,373.2575,234.0475,15.1575,59.964752,58.0525,2752.6426,971.67,1153.1575,115.495,5.1235,1.2815,2843560.8,-569.7025
12.8775,28.53075,28.53525,329.505,232.1425,12.805,59.93875,57.5975,2702.2175,1024.0475,1124.9825,115.1575,9.89075,1.2915,2856503.0,-263.13
11.4275,28.64675,28.67075,382.37,242.4825,14.875,59.958252,58.5175,2720.36,989.73,1135.175,100.785,6.687,1.3465,2917046.8,-340.27
12.6825,28.60375,28.615,323.035,194.7175,14.5675,59.939,58.5725,2779.6174,973.08,1152.715,102.945,10.7325,0.76600003,2982067.2,-335.565
12.24,28.541,28.545,390.1225,214.7125,15.625,59.9625,58.24,2743.275,965.415,1151.605,108.2475,10.367499,1.3455,2322816.5,-233.7825
10.81,28.65475,28.665,386.86,260.33,14.2425,59.96375,58.26,2683.47,1043.515,1085.8375,75.29,9.8255,1.9155,1926427.5,-86.4325
11.8775,28.51925,28.52925,392.005,245.775,14.175,59.95275,58.1675,2689.845,999.18,1122.1675,114.8625,6.567,0.719,2927330.2,-397.5075
12.1875,28.52775,28.53625,397.805,244.7925,14.62,59.95625,58.41,2732.8076,960.29,1151.415,114.84,10.46825,0.211,2361153.5,-22.205
12.7425,28.6155,28.625,297.865,216.09,15.49,59.949,58.5225,2751.1675,987.685,1151.9625,116.2975,10.3955,0.351,2529313.0,-321.8225
12.9075,28.59425,28.60775,283.8625,210.9625,13.9325,59.951252,58.46,2760.1575,992.135,1149.0175,115.8875,10.93775,0.75,3012957.5,-271.1475
11.825,28.648,28.671,389.315,245.96,16.13,59.968002,58.3175,2675.1174,1002.3775,1119.615,116.38,6.0695,1.207,2757195.8,-406.74
11.7975,29.999,30.0,401.4325,264.9275,13.3675,59.91725,58.31,2616.275,1064.65,1056.68,90.145,10.346,1.248,2849833.0,-218.5775
12.7375,28.52725,28.533,298.415,215.745,14.4025,59.96025,58.19,2748.745,986.775,1156.0975,114.7025,10.248,0.7925,2756627.8,-333.945
11.0275,28.6435,28.6405,384.7825,256.8425,14.99,59.96075,58.5225,2683.3325,1016.045,1118.035,80.435,9.67075,0.8175,2241965.8,-215.7125
11.895,28.5295,28.537,390.075,246.0475,14.91,59.92625,58.075,2696.65,994.3125,1120.8726,116.175,6.567,-0.065,2904895.0,-334.11
12.1525,28.518,28.5285,398.2875,243.6275,17.5075,59.94275,58.0625,2774.41,939.4225,1168.7175,115.7425,10.5465,0.47750002,2165767.5,-333.0875
10.85,29.9965,30.0,387.465,264.87,13.6975,59.9355,59.045,2666.1575,1070.3475,1047.62,74.5625,10.169499,0.848,2226604.5,-187.4925
12.635,28.59225,28.6065,346.335,192.23,12.785,59.937,58.2775,2723.7976,995.685,1131.955,99.715,10.8855,0.4395,2034374.6,-441.2975
12.9325,28.59825,28.61125,324.725,233.68,11.285,59.949,58.525,2678.2625,1038.9625,1107.195,116.2925,10.1355,0.584,2979456.2,-263.815
12.445,28.592,28.567,371.2175,203.1975,12.9925,59.9585,57.6825,2711.6626,995.82,1126.9875,100.54,10.594749,0.922,1959917.9,-428.97
12.7775,28.52525,28.533,309.7125,214.1725,14.065,59.952,57.675,2746.4824,984.0975,1145.395,113.6,10.64625,-0.06450001,3097698.8,-340.085
12.6275,28.58725,28.59975,323.47,201.7975,14.8375,59.938,58.3725,2771.2725,979.34,1144.6775,104.665,10.2905,1.0975,2263599.2,-318.3325
11.0975,28.527,28.5345,375.28,255.8675,13.6025,59.9505,58.1525,2716.1125,994.1775,1136.7325,69.815,10.22375,1.752,2235884.5,-127.63
